"","date","user_location","text","dat"
"3012","20-08-2020 08:20","South Australia, Australia","Apparently the company marketing the vaccine has an ex-Liberal person in charge. Can't remember who /what. But ther… https://t.co/OCQeFiOtmr",2020-08-20
"3013","20-08-2020 08:00","Noida, India","ETHealthworld | Will the superfast Russian vaccine put citizens at risk? #SputnikV #NationalInstituteOfVirology… https://t.co/Ee7b6dlRNC",2020-08-20
"3014","20-08-2020 07:30","Christmas Island ","@Tony_Burke You know the deal announce, get headlines, no action #paidpandemicleave #bushfirefunding #covidvaccine… https://t.co/wbgMM0RqLh",2020-08-20
"3015","20-08-2020 07:26","Sydney","Autism mum 'distressed' over COVID-19 vaccine debate - 9Honey ⁦@9HoneyAU⁩ #autism #CovidVaccine  https://t.co/w4K1Jd1iR2",2020-08-20
"3016","20-08-2020 07:25","New Delhi","Health minister says 29% people already infected by coronavirus in Delhi. For herd immunity, we need 40%.… https://t.co/pSTpnqwi5a",2020-08-20
"3017","20-08-2020 07:22","Melbourne, Victoria","Why is there talk of stripping welfare payments  for refusing a future vaccine but not stripping corporate welfare?… https://t.co/2tCQ1DMS3b",2020-08-20
"3018","20-08-2020 07:11","Portugal","URSS - 1
Everyone Else - 0

#vacuna #vaccine #CovidVaccineRace #Covid_19 #CovidVaccine https://t.co/CBKUi4815y",2020-08-20
"3019","20-08-2020 07:08","surat, India.","India pushing #covidvaccine diplomacy. 

Vaccine diplomacy: India says Bangladesh to be priority recipient… https://t.co/Aw4fuQQA5O",2020-08-20
"3020","20-08-2020 06:53","India","Despite their findings, the researchers still believe a successful COVID-19 vaccine can be developed as it should n… https://t.co/dzXGtVwJhm",2020-08-20
"3021","20-08-2020 06:52","Hyderabad, India","Despite their findings, researchers say they still believe a successful COVID-19 vaccine can be developed as it sho… https://t.co/rx05Wrev0M",2020-08-20
"3022","20-08-2020 06:13","Surat || Mumbai","I'm sure we are gonna see people throwing their mask in the sky once they get vaccinated as if they've graduated fr… https://t.co/04GTsIzlKq",2020-08-20
"3023","20-08-2020 06:05","Maharashtra, India","In an important development, Serum Institute of India (SII) has started phase two and three clinical trials of its… https://t.co/LxaOXiY7b1",2020-08-20
"3024","20-08-2020 05:52","Pakistan, Lahore","#Pakistan Green-lights Phase III Trials for #CovidVaccine - https://t.co/VMa8x47hWb

#Covid19 #Coronavirus https://t.co/7PlJatU7FX",2020-08-20
"3025","20-08-2020 05:48","Australian","#ABC #CovidVaccine likely to be #mandatory in Australia, #ScottMorrison says after signing deal with Oxford Univers… https://t.co/304RpuiauA",2020-08-20
"3026","20-08-2020 05:40","Bengaluru, INDIA","COVID-19 Vaccine in India may come early if centre decides to go for Emergency Authorisation

Video Link ►… https://t.co/exYTgXP0PZ",2020-08-20
"3027","20-08-2020 05:39","Pune, India","No proof of relapse, reinfection among Covid recovered: ICMR | Pune News - Times of India
#pune #CovidVaccine… https://t.co/zjhesMgqJx",2020-08-20
"3028","20-08-2020 05:34","Australian","#ScottyTheSaviour not only makes shit up, he lies. Various transcripts show that #ScottyFromMarketing strongly indi… https://t.co/Sck3bHpDfl",2020-08-20
"3029","20-08-2020 05:29","Darug land #AlwaysWillBe ","@PeterWMurphy1 she says she is not anti-vax, just covid19 vax. More attention grabbing I fear. On the bandwagon and… https://t.co/GN0i2TqNsO",2020-08-20
"3030","20-08-2020 05:27","Mumbai","Cover ur nose and mouth!!! 😷 #Covid_19 #CovidVaccine #Corona https://t.co/tAKkgryE5J",2020-08-20
"3031","20-08-2020 05:16","India","India not to fix a benchmark in selecting covid-19 vaccine. India needs to assess Optimal level of immunization.… https://t.co/OcKsPYk0eZ",2020-08-20
"3032","20-08-2020 05:13","Melbourne, Australia","""Serious thought must not be given just to what the law can do to achieve a high #COVID19 vaccination rate, but als… https://t.co/7s6lRd4uog",2020-08-20
"3033","20-08-2020 05:11","Pluto","@PaulineHansonOz isn't having the #CovidVaccine which will put herself, her friends and family at risk of contracti… https://t.co/T07gb6CyXa",2020-08-20
"3034","20-08-2020 05:01","Brisbane, Queensland","We need answers now! @ScottMorrisonMP @GregHuntMP #CovidVic #COVID19au #COVID19Aus #CovidVaccine #covidnews… https://t.co/Fi5BgFRY6S",2020-08-20
"3035","20-08-2020 04:59","NSW, Australia","Hey @GregHuntMP - what is your plan to ensure more affluent people are going to be vaccinated? Or is your aim merel… https://t.co/ZE1wR2JraU",2020-08-20
"3036","20-08-2020 04:58","Gurgaon","Krishna with Pavan in Lockdown https://t.co/Lr1A0vgKZF via @launchora  #Godiswithus #GodMorningWednesday… https://t.co/qgQtuiEpsD",2020-08-20
"3037","20-08-2020 04:55","New Delhi, India","Highest one day spike in #coronavirus cases. 69,000+ cases in last 24 hours.

#maharashtra - 13,165 
#AndhraPradesh… https://t.co/TXWfNNKwPw",2020-08-20
"3038","20-08-2020 04:50","Australia","Making #CovidVaccine ”as mandatory as ” possible, in Australia , isn't mandatory.  And it shouldn't. #auspol",2020-08-20
"3039","20-08-2020 04:48","Agra, India","We are getting little bit back of what we have give, Praying from God that covid-19 vaccine came fast and revive us… https://t.co/wtfwCdjExD",2020-08-20
"3040","20-08-2020 04:48","Australia","Can't mandate #CovidVaccine.  Tough talk isn't leadership.  #auspol",2020-08-20
"3041","20-08-2020 04:47","Was, DC, Singap, New Zealand, India","Developing a #CovidVaccine without also developing public enthusiasm for vaccination, will likely be a pyrrhic vict… https://t.co/QBe2oYwMIO",2020-08-20
"3042","20-08-2020 04:42","throat goat","absolutely disgusted to see the self serve i use is closed down at my local @woolworths #CovidVaccine https://t.co/N6EdQGcq4w",2020-08-20
"3043","20-08-2020 04:41","The Sovereign Land of God, Al-Ard (Earth)","No thanks, I will wait 2-3 years to observe any #COVIDVaccine side-effects in the populous &amp; then under my OWN disc… https://t.co/1L6c8jqnwy",2020-08-20
"3044","20-08-2020 04:39","Mumbai, India","The #mole IsIn the #government. Spread fear &amp; work less!
@PMOIndia @narendramodi @AmitShah @AmitShahOffice… https://t.co/nNk7TkYbIJ",2020-08-20
"3045","20-08-2020 04:38","Chennai, India","Apple made Wall Street history on Wednesday when its 2020 stock surge pushed the market value past $2 trillion, the… https://t.co/uMJncYk9IM",2020-08-20
"3046","20-08-2020 04:38","Made in Australia","it's probably just a matter of wearing a cork hat with tea bags dipped in eucalyptus oil or something along those l… https://t.co/VspX0cI3q2",2020-08-20
"3047","20-08-2020 04:35","The Sovereign Land of God, Al-Ard (Earth)","@spectatorindex No thanks, I will wait 2-3 years to observe any #COVIDVaccine side-effects in the populous &amp; then u… https://t.co/M6nljNos3t",2020-08-20
"3048","20-08-2020 04:33","New Delhi","India's vaccine promise to halt Bangladesh’s China tilt https://t.co/in4Cj99EAB @DeccanHerald #India #Bangladesh… https://t.co/EBhCk0pEQa",2020-08-20
"3049","20-08-2020 04:29","Made in Australia","you'll probably hear it on the wireless oneday, botanist solves #CovidVaccine, so quit the pandemonia.",2020-08-20
"3050","20-08-2020 04:28","Mumbai, India","Many #hospitals haven't used #PPEs for #Covid_19!

@PMOIndia @narendramodi @AmitShah @AmitShahOffice @amitabhk87… https://t.co/zAtqxO5etH",2020-08-20
"3051","20-08-2020 04:27","Mumbai, India","#Asymptomatic is the #NewNormal!

@PMOIndia @narendramodi @AmitShah @AmitShahOffice @amitabhk87 @NITIAayog… https://t.co/NTLjQQONkk",2020-08-20
"3052","20-08-2020 04:22","India","In a major development, Adar Poonawalla's Serum Institute of India has started the Phase-2/3 trial of a promising C… https://t.co/n7Eh9GeJOO",2020-08-20
"3053","20-08-2020 04:20","Lost Highway","Sound familiar?

Don't agree with same sex marriage? Homophobe.

Don't agree that #BlackLivesMatter? Racist.

Don't… https://t.co/T2CGo0tkpO",2020-08-20
"3054","20-08-2020 04:11","Armadale, Melbourne","If a #covid #vaccine was available, would you take it? And if so, why? I am asking to hear everyone's opinion on th… https://t.co/j22KZmyx2E",2020-08-20
"3055","20-08-2020 04:06","Made in Australia","you'll probably find it's easy as putting cotton wool in your nose and chewing on gum trees that stops covid.… https://t.co/QC308ZgD74",2020-08-20
"3056","20-08-2020 04:04","nagpur,maharashtra,india","#RIPSUBHASRI_SAVE30LAKH
Who is responsible for this ..? government...or supreme court... #Covid_19 #CovidVaccine",2020-08-20
"3057","20-08-2020 04:01","Chandigarh","#Australia enters deal with #AstraZeneca for vaccine https://t.co/9QtTSixFco #CovidVaccine",2020-08-20
"3058","20-08-2020 04:01"," Los Angeles California , USA","There is a new weapon for the public against Covid-19. A .5% Bentadine Nasal Rinse eliminates the  Coronavirus in 1… https://t.co/I1LqYQGnCH",2020-08-20
"3059","20-08-2020 03:58","India","#Mexico |  Foreign Minister Marcelo Ebrard expressed interest in carrying out large scale human trials “to have the… https://t.co/Zht4pTl9oe",2020-08-20
"3060","20-08-2020 03:53","Sultanpur, New Delhi","America's top infectious diseases official Anthony Fauci has said that the US government wouldn't make a future Cov… https://t.co/zMQKxiIob1",2020-08-20
"3061","20-08-2020 03:50","Bangladesh","COVID-19 Vocabulary English: Zoonotic. 

Click here : https://t.co/GceAqblDPy via @YouTube 

#COVID19… https://t.co/b3pDiR6nSG",2020-08-20
"3062","20-08-2020 03:50","Mumbai, India","More than 225 Mumbaikars have volunteered to take part in the Phase II and III trials of #Covidshield – the potenti… https://t.co/K9KkXko45L",2020-08-20
"3063","20-08-2020 03:29","Australian","She's #PaulineHanson got a nice farm now, cool for a chip maker, oh right, she gets a shit load from the #taxpayer… https://t.co/0T0iPzJbMK",2020-08-20
"3064","20-08-2020 03:24","Ulubari, Guwahati","India will offer Covid-19 vaccine to Bangladesh on priority basis 
#Covid19 #Bangladesh #IndiaAgainstCorona… https://t.co/NLKvEmsozc",2020-08-20
"3065","20-08-2020 03:16","Sydney, New South Wales, Australia","Invest In Your Gut Bank In Times of Covid-19 Crisis
https://t.co/8zBSkpVtw3
@Medium
 by Tanvi Shinde
#guthealth… https://t.co/d4hdVSVTLC",2020-08-20
"3066","20-08-2020 03:11","Port Macquarie, New South Wale","@abcnews So they should! #COVIDIOTS #COVID19Aus #Covid_19 #CovidVaccine #CovidVaccineRace",2020-08-20
"3067","20-08-2020 03:06","Delhi","I will spent 5K for poor people's vaccination, once vaccine available in market #Covid_19 #CovidVaccine",2020-08-20
"3068","20-08-2020 03:03","Australian","All people need to do is read this webpage (and follow relevant links) then go get some #facts about #Covid_19 - th… https://t.co/2QqttmCNNt",2020-08-20
"3069","20-08-2020 03:00","Sydney","No jab, no freedom. Thoughts? #sydneycriminallawyers #covid #covidvaccine #mandatoryvaccine
https://t.co/vdkiMayLLl",2020-08-20
"3070","20-08-2020 02:56","Chevron Island","@business Watchout, today #newzealand has an outbreak of five matching the US total on the last 10 seconds.… https://t.co/NZySaC4VOI",2020-08-20
"3071","20-08-2020 02:53","Australian","A great article showing #ScottyTheSaviour arrogance and BACKDOWN on his ""you will do as I say"" routine about… https://t.co/yU5Ahhwl2H",2020-08-20
"3072","20-08-2020 02:51","Melbourne, Australia","#Mandatory #vaccines by stealth. Unless you can afford to go without Govternment payments you have no choice about… https://t.co/WZnY1EKoQR",2020-08-20
"3073","20-08-2020 02:51","Brisbane, Queensland","Yes @PaulineHansonOz I for 1 am outraged over this. #Vaccines should be by choice not mandatory. Not getting that v… https://t.co/JsL0QXwBZi",2020-08-20
"3074","20-08-2020 02:50","The Riverina","@abcnews You're part of The CommonWealth of Australia, Understand the word, Do your bit and take it, As you're not… https://t.co/XiPh3q9xSV",2020-08-20
"3075","20-08-2020 02:26","Mumbai, India","If u don't believe in #HerdImmunity be prepared to #die!
@PMOIndia @narendramodi @AmitShah @AmitShahOffice… https://t.co/KgCyckuvn9",2020-08-20
"3076","20-08-2020 02:20","Melbourne, Victoria","If you don't want to protect your community from disease, why should your community support you financially? #COVID19Aus  #CovidVaccine",2020-08-20
"3077","20-08-2020 02:12","Sydney, Australia","@Pontifex Cure for #SARSCoV2 #CovidVaccine has started with scientists and they are doing all they can.  The cure f… https://t.co/1mod5sUgjG",2020-08-20
"3078","20-08-2020 02:10","Mumbai, India","The whole of #China is wearing #facemask !

@PMOIndia @narendramodi @AmitShah @AmitShahOffice @amitabhk87… https://t.co/3pbJxwfymj",2020-08-20
"3079","20-08-2020 02:08","Mudgee, New South Wales","To those scared 5G, mind control, lizard people, basically Nutters.
All vaccines are subject to clinical trials, in… https://t.co/SIpowbcgrI",2020-08-20
"3080","20-08-2020 01:59","Melbourne, Victoria","Pauline back on her bullshit today so I'm doing as previously discussed and sharing the band Hanson to drown her ou… https://t.co/8vlsGaGMQ0",2020-08-20
"3081","20-08-2020 01:54","New Delhi, India","With this logic.....
I am  #CovidVaccine I treat and cure  COVID patients. ...😷
#RepeatAfterMe 
#thursdayvibes https://t.co/evMFRZoWhM",2020-08-20
"3082","20-08-2020 01:52","Pune, India","Do watch my Quarantine vlog:
'BIRDS AROUND ME'.
Please subscribe to WOLF.X to support me.
https://t.co/mUfh3apTCk… https://t.co/0n5Q5LXqWM",2020-08-20
"3083","20-08-2020 01:47","Statute Of Limitations_","@AlexDevantier Well... it's not as if the ABC; care/of, #PMofSportsRorts/#ScottyFromMarketing &amp;, his biased CMO* ha… https://t.co/HPLBW5oPjx",2020-08-20
"3084","20-08-2020 01:45","Melbourne","Personally @PaulineHansonOz can boycott a vaccine, thats her call, and let the cards fall where they may for her. F… https://t.co/SGMVNRRChv",2020-08-20
"3085","20-08-2020 01:42","Australian","This article makes interesting reading regarding #flu and #covid - quite OBVIOUS flu transmission would decrease wi… https://t.co/dqCNORL4Jp",2020-08-20
"3086","20-08-2020 01:36","Melbourne, Australia ","A fresh coronavirus outbreak at #Frankston hospital has infected around 50 staff and patients, raising questions ab… https://t.co/QUSMXoqBIG",2020-08-20
"3087","20-08-2020 01:35","Puiseux-en-France, France","@ItsBouquet GD willing, Pauline will reap justly, from her decision not to have the #CovidVaccine 

While I’m not a… https://t.co/mj23XvD3Iw",2020-08-20
"3088","20-08-2020 01:35","India","There is $2 Billion dollar race to create a vaccine for Covid-19
The biggest hurdle isn’t in making a vaccine. 
Rea… https://t.co/0jcQSCPcZh",2020-08-20
"3089","20-08-2020 01:31","Camperdown, Sydney","Are you getting excited about a potential #CovidVaccine?

Consider yourself lucky if you're in Australia - there ha… https://t.co/dmFkKBt3Tj",2020-08-20
"3090","20-08-2020 01:28","Australia","@AngryGranny1 ""Australia Locks in Coronavirus Vaccine Deal as New Cases Ease."" via  The @nytimes… https://t.co/qgEi1Yto51",2020-08-20
